user_id,movie_id,rating
14,451,2
14,333,2
14,642,3
14,18,3
14,138,3
14,427,5
14,342,3
14,381,3
14,835,3
14,925,4
14,224,1
14,871,1
14,455,2
14,252,3
14,1035,4
14,858,4
14,1044,1
15,644,2
15,978,2
15,783,3
15,64,3
15,205,3
15,384,2
15,138,1
15,495,3
15,469,4
15,1002,2
15,428,2
15,815,2
15,987,2
15,915,3
15,180,1
15,496,3
15,333,1
15,390,2
15,347,3
15,859,2
15,448,1
15,527,4
15,1031,4
15,32,3
15,487,2
15,802,2
15,117,4
15,623,2
15,214,4
15,905,4
15,310,2
15,312,4
15,609,2
15,152,1
15,264,2
15,409,2
16,459,4
16,411,2
16,808,2
16,341,3
16,1031,2
16,149,4
16,601,2
16,49,2
16,758,4
16,1045,4
16,852,2
16,562,2
16,484,3
16,869,4
16,980,1
16,1039,4
16,387,3
16,1041,3
16,122,3
16,229,3
16,48,2
16,249,2
16,795,4
16,889,3
16,807,3
16,645,2
16,516,5
16,730,3
16,380,4
16,876,3
16,695,4
16,718,5
16,540,3
17,406,3
17,279,4
17,996,2
17,77,1
17,332,4
17,939,3
17,746,4
17,13,2
17,11,2
17,519,3
17,483,3
17,438,3
17,283,2
17,1036,2
17,250,1
17,490,4
17,396,3
17,138,4
17,173,3
17,961,2
17,895,4
17,169,3
17,914,4
17,181,2
17,640,2
17,44,3
17,919,4
17,23,3
17,561,3
17,808,4
17,79,3
17,395,4
17,18,2
17,702,1
17,289,5
18,328,1
18,625,2
18,56,4
18,341,2
18,227,2
18,958,4
18,888,2
18,588,1
18,523,4
18,974,5
18,976,2
18,1017,2
18,88,3
18,127,3
18,695,2
18,546,2
18,9,2
18,35,5
18,927,4
18,906,4
18,343,4
18,931,3
18,604,2
18,837,3
18,421,4
18,75,2
18,428,1
18,454,4
18,557,2
18,67,2
18,1041,3
18,219,3
18,169,2
18,530,3
18,541,2
18,434,2
18,800,2
18,519,4
18,621,5
18,747,3
18,12,4
18,578,1
18,923,1
19,16,3
19,631,3
19,95,5
19,328,3
19,694,3
19,58,2
19,90,2
19,34,3
19,1046,5
19,376,3
19,947,2
19,273,3
19,779,2
19,191,3
19,499,3
19,858,2
19,848,5
19,824,2
19,857,4
19,183,2
19,481,2
19,484,4
19,930,2
19,277,4
19,975,2
19,446,2
19,687,2
19,246,2
19,402,4
19,731,4
19,515,2
19,974,5
20,164,1
20,408,3
20,373,2
20,763,3
20,802,2
20,618,3
20,11,4
20,975,4
20,705,2
20,15,2
20,851,2
20,171,4
20,588,2
20,464,1
20,412,2
20,929,1
20,432,2
20,41,3
20,992,2
20,963,1
20,703,4
20,465,3
20,53,3
20,820,2
20,42,3
20,39,2
20,542,2
20,127,1
20,4,2
20,416,1
20,101,4
20,176,1
20,738,2
20,840,2
20,448,2
20,508,3
20,14,1
20,234,3
20,549,2
20,770,3
20,625,3
20,390,4
21,843,1
21,692,5
21,217,2
21,541,3
21,393,4
21,983,2
21,619,4
21,125,2
21,503,4
21,899,2
21,689,3
21,877,3
21,226,4
21,928,3
21,782,3
21,752,4
21,332,2
21,927,2
21,652,1
21,888,3
21,348,5
21,111,4
21,316,4
21,451,3
21,537,2
21,512,2
21,551,4
21,876,1
21,138,4
21,298,2
21,567,2
21,592,3
21,476,2
21,554,4
21,168,2
21,552,3
21,1047,4
21,573,4
22,839,2
22,373,4
22,470,3
22,906,2
22,407,2
22,539,3
22,10,4
22,125,2
22,656,2
22,739,1
22,591,2
22,108,3
22,440,4
22,341,4
22,496,1
22,908,2
22,804,3
22,45,1
22,930,3
22,469,3
22,769,5
22,105,2
22,688,2
22,210,5
22,433,3
22,9,5
22,117,2
22,52,4
22,214,3
22,61,2
22,712,2
22,13,5
22,630,2
22,990,2
22,977,3
22,199,2
22,626,5
22,975,2
22,526,2
22,18,5
22,327,4
22,42,1
22,383,5
22,687,1
22,467,1
22,82,4
22,220,2
22,114,3
22,613,4
22,337,4
22,213,3
22,662,4
23,708,2
23,200,3
23,15,3
23,32,4
23,361,3
23,42,2
23,607,4
23,662,1
23,768,1
23,490,1
23,424,2
23,398,2
23,425,2
23,1015,3
23,700,4
23,297,2
23,758,2
23,314,1
23,89,4
23,473,2
23,777,4
23,366,2
23,907,3
23,376,2
23,335,2
23,1049,2
23,481,2
23,836,3
23,970,3
23,45,2
23,249,4
23,795,2
23,569,4
23,566,2
23,133,4
23,260,1
23,524,2
23,255,2
23,182,2
23,47,3
23,122,2
23,796,4
23,741,4
23,19,4
23,181,4
23,575,3
24,9,2
24,1044,2
24,548,3
24,471,2
24,1001,5
24,122,4
24,159,3
24,839,5
24,237,2
24,830,2
24,249,3
24,15,3
24,519,4
24,167,4
24,784,4
24,656,2
24,966,3
24,812,3
24,149,3
24,831,2
24,686,3
24,866,4
24,582,2
24,463,4
24,651,4
24,278,4
24,151,2
24,629,2
24,208,2
24,43,3
24,1,1
24,620,4
24,349,5
24,778,4
24,369,2
25,547,2
25,162,4
25,542,2
25,257,3
25,268,3
25,763,4
25,13,5
25,370,2
25,399,3
25,484,2
25,686,5
25,357,1
25,185,5
25,924,3
25,1030,2
25,10,5
25,552,4
25,326,2
25,255,2
25,320,5
25,653,2
25,160,4
25,955,3
25,463,5
25,309,4
25,793,3
25,8,5
25,426,5
25,341,4
25,323,1
25,321,2
25,14,4
25,118,4
25,107,3
25,1038,3
25,11,4
25,134,4
25,1022,2
25,642,2
25,446,5
25,43,4
25,687,3
25,102,3
25,689,2
25,1028,5
25,536,3
25,186,3
25,638,2
26,264,2
26,300,3
26,292,2
26,773,2
26,563,2
26,922,3
26,289,4
26,712,2
26,779,3
26,117,2
26,391,5
26,482,2
26,342,2
26,305,2
26,706,4
26,188,1
26,731,3
26,979,2
26,572,2
26,623,3
26,39,2
26,901,2
26,627,3
26,1028,3
26,606,4
26,748,3
26,440,3
26,33,3
26,828,1
26,15,3
26,721,3
26,11,1
26,899,2
26,129,1
27,328,3
27,377,4
27,690,2
27,488,5
27,49,4
27,54,2
27,160,3
27,4,3
27,150,2
27,314,2
27,543,4
27,962,2
27,545,4
27,727,3
27,344,1
27,777,2
27,633,4
27,456,4
27,164,3
27,284,1
27,634,4
27,419,2
27,929,3
27,209,4
27,41,3
27,599,2
27,925,1
27,352,2
27,663,3
27,205,4
27,565,2
27,816,3
27,904,4
27,66,4
27,343,2
27,654,2
27,15,1
27,710,1
27,531,3
27,268,1
27,847,2
27,270,1
27,1041,3
27,849,4
27,729,1
27,34,3
27,945,4
27,820,4
27,202,2
27,382,3
27,246,1
27,1033,1
27,890,1
27,974,2
27,818,3
27,452,1
27,176,3
27,179,2
27,117,5
27,552,3
27,267,3
27,718,3
27,607,4
27,683,5
27,359,2
27,989,2
27,726,4
27,783,2
27,221,2
27,138,2
27,390,4
28,755,4
28,460,2
28,307,3
28,620,1
28,914,1
28,923,5
28,70,3
28,422,5
28,462,4
28,1026,3
28,696,2
28,398,4
28,12,4
28,572,3
28,56,2
28,868,1
28,778,3
28,457,2
28,423,4
28,938,3
28,268,3
28,224,2
28,984,2
28,841,1
28,853,2
28,165,1
28,108,2
28,211,4
28,802,4
28,215,1
28,753,4
28,228,4
28,385,2
28,1032,4
28,220,1
28,365,4
28,282,1
28,71,4
28,489,1
28,367,3
28,715,2
28,850,3
28,549,2
28,14,3
28,631,3
28,27,2
28,628,5
28,704,1
28,168,2
28,852,3
28,953,2
28,845,2
28,286,3
28,596,5
29,372,3
29,473,4
29,611,4
29,579,3
29,17,4
29,776,4
29,995,2
29,334,3
29,148,4
29,545,4
29,726,1
29,697,3
29,624,1
29,111,5
29,871,4
29,419,2
29,194,1
29,45,2
29,409,3
29,630,4
29,682,2
29,1010,1
29,119,3
29,1035,3
29,671,2
29,450,3
29,928,2
30,318,4
30,326,2
30,1006,3
30,829,2
30,455,3
30,170,4
30,843,2
30,123,5
30,182,4
30,353,1
30,919,2
30,95,3
30,85,2
30,494,4
30,255,2
30,576,2
30,447,3
30,429,3
30,74,5
30,106,4
30,854,2
30,925,4
30,209,1
30,75,5
30,25,5
30,620,3
30,737,2
30,361,4
30,698,3
30,735,5
30,979,1
30,38,2
30,162,4
30,39,3
30,905,2
30,822,2
30,583,2
30,45,3
30,251,4
30,278,1
30,567,2
30,234,2
30,41,4
30,754,3
30,279,5
30,448,3
30,91,5
30,833,2
30,573,2
30,942,4
30,496,5
30,986,5
30,932,5
30,585,4
30,978,2
30,306,4
30,19,3
30,599,4
30,745,2
30,801,5
30,115,3
30,439,2
30,145,3
30,679,2
30,124,4
30,945,1
30,204,2
30,271,1
30,886,2
30,11,4
30,495,3
30,1034,5
30,597,2
30,233,2
30,571,3
30,47,3
30,834,2
30,970,2
31,11,2
31,980,3
31,964,3
31,22,1
31,141,5
31,104,1
31,260,2
31,175,3
31,991,1
31,45,3
31,183,3
31,43,3
31,1029,2
31,961,2
31,739,2
31,419,4
31,160,1
31,194,2
31,438,4
31,796,3
31,242,3
31,292,4
31,610,2
31,212,2
31,593,1
31,376,3
31,15,3
31,393,3
31,962,3
31,273,2
31,306,2
31,38,3
31,627,2
31,885,3
31,339,4
31,215,3
31,1003,4
31,770,4
31,574,2
31,287,3
31,193,1
31,738,2
31,524,4
31,523,2
31,41,3
31,514,2
31,856,5
31,992,4
31,68,4
31,645,3
31,576,3
31,930,4
31,777,2
31,1012,3
31,1007,2
31,199,2
31,748,1
31,534,3
31,187,4
31,165,2
31,44,3
31,826,3
31,307,2
31,893,4
31,620,2
31,691,1
31,271,1
31,454,4
31,404,4
32,108,2
32,481,2
32,731,1
32,624,1
32,997,3
32,850,4
32,906,2
32,546,2
32,311,4
32,722,2
32,433,2
32,267,4
32,118,3
32,531,2
32,604,4
32,576,1
32,79,2
32,577,3
32,136,3
32,681,3
32,423,2
32,884,2
32,807,1
32,747,3
32,721,3
32,567,2
32,34,2
32,672,5
32,464,4
32,467,2
32,367,2
32,972,2
32,225,3
32,299,3
32,1010,3
32,842,5
32,6,4
32,947,2
32,200,2
32,727,2
32,559,1
32,541,5
32,740,4
32,178,3
32,125,3
32,668,1
32,270,2
32,1022,3
32,447,2
32,73,1
32,705,2
32,287,4
32,114,3
32,416,4
32,1011,3
32,403,4
33,645,1
33,792,3
33,807,2
33,798,2
33,199,3
33,1023,3
33,1045,4
33,42,4
33,981,1
33,269,4
33,709,2
33,322,3
33,1015,2
33,62,5
33,498,3
33,421,2
33,309,2
33,661,2
33,95,4
33,739,4
33,1029,4
33,836,1
33,897,2
33,346,2
33,308,3
33,519,2
33,19,2
33,990,4
33,109,4
33,944,3
34,774,2
34,297,4
34,647,4
34,708,3
34,675,4
34,614,4
34,405,3
34,361,1
34,572,2
34,37,3
34,914,5
34,858,1
34,332,4
34,574,2
34,976,4
34,249,3
34,767,4
34,44,3
34,526,1
34,923,3
34,557,2
34,628,3
34,949,4
34,737,2
34,716,3
34,596,2
34,835,1
34,1028,4
34,825,3
34,729,4
34,100,5
34,849,2
34,760,2
34,798,4
34,205,2
34,944,2
34,58,3
34,229,3
34,680,3
34,692,1
34,295,2
34,722,3
34,377,5
34,1,4
34,129,4
34,921,2
34,195,2
34,75,3
34,701,4
34,435,2
34,827,4
34,898,2
34,881,2
34,507,1
34,666,3
34,305,4
34,18,3
34,496,2
34,6,3
34,996,2
34,828,1
34,166,2
35,177,2
35,17,3
35,690,1
35,330,3
35,9,2
35,227,4
35,291,3
35,629,1
35,140,2
35,405,2
35,481,4
35,456,2
35,1022,2
35,19,3
35,997,2
35,591,2
35,826,3
35,424,2
35,450,1
35,918,3
35,936,2
35,213,2
35,170,2
35,496,3
35,941,1
35,305,4
35,668,2
35,729,4
35,807,4
35,571,4
35,393,4
35,1014,2
35,623,1
35,752,3
35,687,2
35,234,2
35,220,3
35,737,2
35,524,2
35,702,1
35,247,2
35,609,4
35,439,3
35,607,3
35,270,3
35,837,2
35,236,2
35,281,4
35,678,3
35,716,2
35,725,2
35,701,1
35,383,4
35,385,2
35,231,3
35,123,2
35,712,4
35,53,2
35,982,4
35,860,4
35,894,3
35,948,3
35,400,2
35,882,3
35,124,3
35,10,2
35,814,3
35,41,3
35,1038,2
35,694,3
35,783,1
36,923,2
36,58,4
36,648,3
36,839,2
36,870,2
36,586,2
36,9,4
36,1022,4
36,470,3
36,383,2
36,385,3
36,417,2
36,217,2
36,311,2
36,1034,3
36,355,1
36,530,3
36,884,4
36,531,2
36,307,2
36,527,2
36,76,4
36,94,1
36,714,4
36,960,2
36,749,3
36,41,1
36,394,3
36,1,4
36,513,3
36,163,5
36,905,2
36,65,4
36,447,3
36,121,3
36,762,4
36,962,2
36,18,2
36,386,2
36,1047,4
36,756,4
36,999,3
36,131,2
36,194,3
36,283,3
36,747,2
36,132,4
36,247,2
36,863,2
36,4,2
36,196,5
36,616,3
36,57,4
36,463,3
36,430,2
36,888,3
36,638,2
36,654,3
36,997,2
36,1031,3
36,669,3
36,525,4
36,619,3
36,371,2
36,1037,3
36,726,2
36,271,4
36,30,5
36,19,3
36,176,5
36,207,3
36,407,4
36,187,3
36,645,1
36,183,4
36,169,4
36,480,3
36,929,3
37,491,4
37,740,2
37,299,2
37,811,1
37,143,4
37,681,2
37,702,2
37,480,3
37,684,2
37,43,2
37,887,2
37,28,3
37,114,3
37,585,4
37,764,4
37,42,3
37,963,3
37,1021,2
37,617,2
37,766,3
37,312,4
37,493,2
37,958,2
37,1002,2
37,970,2
37,239,1
37,206,2
37,278,4
37,436,3
37,296,2
37,362,3
37,633,4
37,789,4
37,760,4
37,846,1
37,14,4
37,20,4
37,819,4
37,537,1
37,586,1
37,24,2
37,231,1
37,653,4
37,896,2
37,959,3
37,501,3
37,551,3
37,867,4
37,542,4
37,519,4
37,946,4
37,950,3
37,191,1
37,527,3
37,877,4
37,73,4
37,825,2
37,152,3
37,839,1
37,624,2
37,163,1
37,471,2
37,700,3
37,647,2
37,419,2
38,704,4
38,996,3
38,422,2
38,43,5
38,84,1
38,801,3
38,39,3
38,949,1
38,260,4
38,939,2
38,909,2
38,186,1
38,606,1
38,53,4
38,173,3
38,291,2
38,765,3
38,12,5
38,944,4
38,40,2
38,365,5
38,44,2
38,796,3
38,106,4
38,924,2
38,534,3
38,994,2
38,270,2
38,450,3
38,714,3
38,866,2
38,414,2
38,932,2
38,80,2
38,730,2
38,334,3
38,62,1
38,376,4
38,919,2
38,1029,4
38,383,1
38,926,3
38,511,4
38,739,3
38,19,4
38,564,4
38,246,4
38,574,3
38,838,4
38,567,3
38,980,2
38,842,2
38,122,5
38,378,2
38,686,3
38,983,1
38,1037,4
38,790,3
38,582,3
38,783,2
38,251,2
38,262,2
38,670,3
38,910,2
38,1017,4
38,326,4
38,827,4
38,887,1
38,636,3
38,333,2
38,631,2
38,593,2
38,618,3
38,632,2
38,882,2
38,138,2
38,355,5
38,594,2
38,268,2
39,886,4
39,275,2
39,4,4
39,277,3
39,260,3
39,929,1
39,1014,3
39,40,4
39,469,4
39,554,2
39,53,1
39,366,3
39,299,1
39,540,2
39,678,1
39,724,2
39,101,3
39,845,2
39,697,5
39,928,4
39,445,1
39,934,2
39,903,3
39,433,4
39,370,1
39,977,3
39,737,3
39,972,2
39,827,4
39,621,3
39,78,4
39,271,2
39,1016,3
39,302,3
39,729,2
39,758,3
39,265,2
39,278,1
39,466,2
39,10,4
39,819,4
39,890,2
39,833,3
39,308,3
39,518,4
39,440,3
39,323,3
39,883,3
39,482,2
39,866,2
39,70,4
39,110,3
39,1027,3
40,269,1
40,536,2
40,832,4
40,473,1
40,660,2
40,500,2
40,645,1
40,102,2
40,17,5
40,101,3
40,265,2
40,229,2
40,627,3
40,452,2
40,15,3
40,50,3
40,339,3
40,3,2
40,494,1
40,347,2
40,561,1
40,743,4
40,227,3
40,123,3
40,256,3
40,1,4
40,83,4
40,776,3
40,196,2
40,1044,2
40,135,5
40,818,2
40,726,2
40,305,3
40,314,3
40,570,3
40,888,3
40,375,2
40,34,4
40,362,3
40,179,4
40,984,3
40,718,1
40,22,5
40,273,2
40,869,2
40,950,2
41,167,3
41,158,2
41,739,3
41,338,2
41,453,5
41,114,2
41,396,2
41,64,3
41,537,3
41,58,4
41,820,2
41,574,4
41,747,2
41,411,4
41,370,2
41,59,2
41,527,2
41,516,3
41,465,1
41,765,2
41,866,2
41,776,2
41,109,4
41,635,3
41,43,3
41,715,2
41,371,3
41,96,2
41,899,3
41,626,2
41,341,4
41,14,3
41,542,2
41,966,4
41,607,3
41,1019,3
41,101,4
41,576,3
41,828,4
41,529,5
41,51,2
41,592,2
41,623,1
41,752,1
41,788,5
41,798,1
41,680,2
41,188,3
41,395,1
41,804,2
41,999,3
41,540,4
41,294,5
41,198,4
41,507,2
41,617,4
41,5,2
41,809,4
41,852,4
41,1013,2
41,149,2
41,605,2
41,420,4
41,319,2
41,573,2
41,811,3
41,11,2
41,1017,3
41,841,3
41,780,3
42,160,1
42,334,3
42,740,2
42,190,2
42,241,1
42,775,1
42,146,1
42,221,2
42,9,1
42,743,3
42,630,2
42,714,2
42,186,5
42,707,1
42,607,3
42,353,3
42,432,2
42,575,1
42,493,1
42,657,2
42,150,1
42,545,2
42,446,1
42,458,3
42,467,1
42,920,3
42,851,2
42,643,3
42,739,3
43,209,2
43,779,1
43,902,2
43,917,4
43,813,1
43,399,2
43,1030,3
43,368,2
43,653,1
43,128,4
43,1029,2
43,725,3
43,38,2
43,790,2
43,803,2
43,689,2
43,272,1
43,489,2
43,72,4
43,469,3
43,219,1
43,335,3
43,129,4
43,204,4
43,42,1
43,962,4
43,534,2
43,387,4
43,539,2
43,642,4
43,965,4
43,147,4
43,276,1
43,1024,4
43,359,1
43,11,2
43,113,2
43,12,2
43,1039,3
43,257,2
43,966,4
43,1046,2
43,610,2
43,15,5
43,44,1
43,480,3
43,397,3
43,617,2
43,433,4
43,978,2
43,714,4
43,937,3
43,112,4
43,203,1
43,69,2
43,104,3
43,514,4
43,304,3
43,416,2
43,1031,4
43,123,4
43,545,4
43,59,3
43,301,2
43,531,3
43,992,3
43,391,3
43,40,3
44,1001,2
44,948,5
44,819,4
44,734,4
44,209,3
44,648,4
44,658,2
44,398,4
44,493,5
44,714,4
44,998,3
44,275,4
44,221,4
44,612,4
44,94,5
44,591,2
44,48,2
44,490,3
44,633,3
44,40,5
44,178,3
44,319,3
44,356,1
44,694,3
44,532,2
44,371,4
44,446,2
44,6,4
44,798,3
44,18,4
44,863,2
44,546,3
44,531,2
44,726,1
44,896,3
44,987,5
44,548,2
44,116,3
44,917,3
44,17,3
44,839,2
44,699,4
44,946,4
44,938,3
44,25,3
44,621,3
44,88,5
44,43,3
44,444,2
44,58,2
44,751,2
44,1016,3
44,577,2
45,452,3
45,454,1
45,8,4
45,142,1
45,488,1
45,855,4
45,257,5
45,525,2
45,330,2
45,66,4
45,1005,2
45,891,2
45,43,3
45,742,3
45,333,4
45,1045,2
45,283,3
45,213,3
45,575,3
45,869,5
45,162,3
45,731,1
45,34,2
45,961,3
45,44,2
45,956,3
45,490,3
45,443,2
45,1021,3
45,1040,2
45,666,3
45,90,2
45,507,4
45,533,2
45,516,2
45,577,1
45,9,3
45,733,3
45,734,2
45,78,1
45,578,4
45,576,3
45,701,1
45,45,2
45,640,3
45,259,2
45,508,3
45,801,2
45,727,1
45,81,4
45,601,4
45,1017,3
45,123,1
45,889,2
45,723,3
45,802,3
45,261,2
45,267,3
45,947,2
45,346,2
45,36,1
45,611,3
45,88,4
45,827,3
45,656,3
45,913,3
45,814,2
45,74,2
45,370,5
45,803,3
45,410,3
45,1020,1
46,324,5
46,533,3
46,684,2
46,336,4
46,1044,3
46,571,4
46,857,2
46,748,2
46,889,3
46,142,2
46,195,3
46,487,4
46,888,3
46,168,4
46,1019,4
46,91,2
46,143,3
46,134,4
46,595,3
46,960,4
46,231,2
46,559,3
46,144,2
46,645,2
46,86,1
46,491,1
46,671,1
46,588,2
46,105,2
46,128,1
46,689,2
46,840,3
46,949,5
46,845,3
46,1022,4
46,400,1
46,315,3
46,13,2
46,445,4
46,667,3
46,847,2
46,245,1
46,515,3
46,679,2
46,557,2
46,252,4
46,826,3
46,141,5
46,946,2
46,998,3
46,353,4
46,364,3
